name,unit,grams
"אגרול סיני, במילוי ירקות, אפוי",גרמים,1
"אגרול סיני, במילוי ירקות, אפוי",קילוגרם,1000
"אגרול, במילוי ירקות, מטוגן, בהכנה ביתית",יחידה,70
"אגרול, במילוי ירקות, מטוגן, בהכנה ביתית",גרמים,1
"אגרול, במילוי ירקות, מטוגן, בהכנה ביתית",קילוגרם,1000
"אגרול סיני, במילוי ירקות, לאפיה, קפוא, שלושת האופים",יחידה,72
"אגרול סיני, במילוי ירקות, לאפיה, קפוא, שלושת האופים",גרמים,1
"אגרול סיני, במילוי ירקות, לאפיה, קפוא, שלושת האופים",קילוגרם,1000
"בלינצ'ס, עלים, מעדנות",יחידה,35
"בלינצ'ס, עלים, מעדנות",גרמים,1
"בלינצ'ס, עלים, מעדנות",אריזה,700
"בלינצ'ס, עלים, מעדנות",קילוגרם,1000
בלינצ'ס במילוי ירקות,יחידה,125
בלינצ'ס במילוי ירקות,גרמים,1
בלינצ'ס במילוי ירקות,קילוגרם,1000
"בלינצ'ס במילוי ירקות, כמו אגרול, מטוגן",יחידה,70
"בלינצ'ס במילוי ירקות, כמו אגרול, מטוגן",גרמים,1
"בלינצ'ס במילוי ירקות, כמו אגרול, מטוגן",קילוגרם,1000
"בלינצ'ס גבינה מתוקה מהתעשיה, אפוי בתוספת שמן קנולה",יחידה,70
"בלינצ'ס גבינה מתוקה מהתעשיה, אפוי בתוספת שמן קנולה",גרמים,1
"בלינצ'ס גבינה מתוקה מהתעשיה, אפוי בתוספת שמן קנולה",קילוגרם,1000
"בלינצ'ס גבינה מתוקה, קפוא, מעדנות, שחף בר",יחידה,70
"בלינצ'ס גבינה מתוקה, קפוא, מעדנות, שחף בר",גרמים,1
"בלינצ'ס גבינה מתוקה, קפוא, מעדנות, שחף בר",קילוגרם,1000
"בלינצ'ס גבינה לבנה מתוקה, ביתי",יחידה,70
"בלינצ'ס גבינה לבנה מתוקה, ביתי",גרמים,1
"בלינצ'ס גבינה לבנה מתוקה, ביתי",קילוגרם,1000
בלינצ'ס במילוי בשר עוף,יחידה,70
בלינצ'ס במילוי בשר עוף,גרמים,1
בלינצ'ס במילוי בשר עוף,קילוגרם,1000
"בלינצ'ס תפוחי עץ, מעדנות",יחידה,70
"בלינצ'ס תפוחי עץ, מעדנות",גרמים,1
"בלינצ'ס תפוחי עץ, מעדנות",אריזה,420
"בלינצ'ס תפוחי עץ, מעדנות",קילוגרם,1000
"קובה בורגול מטוגן, בשמן קנולה, נבלוסיה, עם פטריות במרגרינה",יחידה,70
"קובה בורגול מטוגן, בשמן קנולה, נבלוסיה, עם פטריות במרגרינה",כף,23
"קובה בורגול מטוגן, בשמן קנולה, נבלוסיה, עם פטריות במרגרינה",גרמים,1
"קובה בורגול מטוגן, בשמן קנולה, נבלוסיה, עם פטריות במרגרינה",קילוגרם,1000
קובה סולת עם בשר עוף למרק,יחידה,47
קובה סולת עם בשר עוף למרק,גרמים,1
קובה סולת עם בשר עוף למרק,קילוגרם,1000
"קובה למרק, יסמין",יחידה,70
"קובה למרק, יסמין",כף,23
"קובה למרק, יסמין",גרמים,1
"קובה למרק, יסמין",קילוגרם,1000
"קובה חמוסטה, קובה למרק חמוץ",יחידה,70
"קובה חמוסטה, קובה למרק חמוץ",כף,23
"קובה חמוסטה, קובה למרק חמוץ",גרמים,1
"קובה חמוסטה, קובה למרק חמוץ",קילוגרם,1000
קובה בורגול עם בשר כבש למרק,יחידה,70
קובה בורגול עם בשר כבש למרק,יחידה קטנה,50
קובה בורגול עם בשר כבש למרק,גרמים,1
קובה בורגול עם בשר כבש למרק,קילוגרם,1000
"קובה בורגול מטוגן, נבלוסיה, עם בשר בקר ללא שמן לטיגון",יחידה,50
"קובה בורגול מטוגן, נבלוסיה, עם בשר בקר ללא שמן לטיגון",גרמים,1
"קובה בורגול מטוגן, נבלוסיה, עם בשר בקר ללא שמן לטיגון",קילוגרם,1000
"בצק שערות קדאיף, יוון",גרמים,1
"בצק שערות קדאיף, יוון",קילוגרם,1000
"בצק שק""ם אפוי",גרמים,1
"בצק שק""ם אפוי",קילוגרם,1000
"סיגרים תפוחי אדמה, מטוגנים בשמן סויה, מהתעשיה",יחידה קטנה,17
"סיגרים תפוחי אדמה, מטוגנים בשמן סויה, מהתעשיה",גרמים,1
"סיגרים תפוחי אדמה, מטוגנים בשמן סויה, מהתעשיה",קילוגרם,1000
"סיגרים תפוחי אדמה, פסטלים, לטיגון, חטיפון על הגל",יחידה קטנה,17
"סיגרים תפוחי אדמה, פסטלים, לטיגון, חטיפון על הגל",גרמים,1
"סיגרים תפוחי אדמה, פסטלים, לטיגון, חטיפון על הגל",קילוגרם,1000
"סיגרים/פסטלים במילוי בשר, לטיגון, חמים וטעים",יחידה קטנה,17
"סיגרים/פסטלים במילוי בשר, לטיגון, חמים וטעים",גרמים,1
"סיגרים/פסטלים במילוי בשר, לטיגון, חמים וטעים",קילוגרם,1000
פנקייק מתערובת מוכנה עם שמן סויה,יחידה קטנה,25
פנקייק מתערובת מוכנה עם שמן סויה,יחידה בינונית,58
פנקייק מתערובת מוכנה עם שמן סויה,גרמים,1
פנקייק מתערובת מוכנה עם שמן סויה,קילוגרם,1000
פנקייק ביתי עם שמן סויה,יחידה,58
פנקייק ביתי עם שמן סויה,גרמים,1
פנקייק ביתי עם שמן סויה,קילוגרם,1000
"כופתאות קמח מצה, קניידלך, אבקה, קנור",גרמים,1
"כופתאות קמח מצה, קניידלך, אבקה, קנור",שקית,65
"כופתאות קמח מצה, קניידלך, אבקה, קנור",קילוגרם,1000
"כופתאות קמח מצה עם ביצה ושמן סויה, קניידלך",יחידה בינונית,25
"כופתאות קמח מצה עם ביצה ושמן סויה, קניידלך",גרמים,1
"כופתאות קמח מצה עם ביצה ושמן סויה, קניידלך",קילוגרם,1000
"בשר בקר, מעיים ממולאים (קישקע), לא מבושלים, טיבון ויל",גרמים,1
"בשר בקר, מעיים ממולאים (קישקע), לא מבושלים, טיבון ויל",אריזה,500
"בשר בקר, מעיים ממולאים (קישקע), לא מבושלים, טיבון ויל",קילוגרם,1000
"בשר בקר, מעיים ממולאים (קישקע), אפויים",גרמים,1
"בשר בקר, מעיים ממולאים (קישקע), אפויים",קילוגרם,1000
"ניוקי פירות, גומבוץ'",יחידה קטנה,45
"ניוקי פירות, גומבוץ'",גרמים,1
"ניוקי פירות, גומבוץ'",קילוגרם,1000
"ניוקי, בצקיות מקמח תפוחי אדמה, אסם, מוכן לאכילה",גרמים,1
"ניוקי, בצקיות מקמח תפוחי אדמה, אסם, מוכן לאכילה",מנה קטנה,85
"ניוקי, בצקיות מקמח תפוחי אדמה, אסם, מוכן לאכילה",קילוגרם,1000
בורקס בצק שמרים עם גבינה מלוחה,יחידה,50
בורקס בצק שמרים עם גבינה מלוחה,גרמים,1
בורקס בצק שמרים עם גבינה מלוחה,קילוגרם,1000
"בורקס בצק עלים במילוי גבינה בולגרית, עם שמן סויה",יחידה,50
"בורקס בצק עלים במילוי גבינה בולגרית, עם שמן סויה",גרמים,1
"בורקס בצק עלים במילוי גבינה בולגרית, עם שמן סויה",קילוגרם,1000
"בורקס גבינה, שופרסל",יחידה,50
"בורקס גבינה, שופרסל",יחידה קטנה,16.60000038
"בורקס גבינה, שופרסל",גרמים,1
"בורקס גבינה, שופרסל",קילוגרם,1000
"בורקס פטריות, לאפיה, יעל אופרה",יחידה,50
"בורקס פטריות, לאפיה, יעל אופרה",גרמים,1
"בורקס פטריות, לאפיה, יעל אופרה",קילוגרם,1000
בורקס בצק פריך במילוי גבינת כבשים מלוחה ומרגרינה,יחידה,50
בורקס בצק פריך במילוי גבינת כבשים מלוחה ומרגרינה,גרמים,1
בורקס בצק פריך במילוי גבינת כבשים מלוחה ומרגרינה,קילוגרם,1000
בורקס בצק עלים במילוי פיצה,יחידה בינונית,50
בורקס בצק עלים במילוי פיצה,גרמים,1
בורקס בצק עלים במילוי פיצה,קילוגרם,1000
בורקס בצק עלים במילוי חצילים וגבינת ריקוטה,יחידה בינונית,50
בורקס בצק עלים במילוי חצילים וגבינת ריקוטה,גרמים,1
בורקס בצק עלים במילוי חצילים וגבינת ריקוטה,קילוגרם,1000
פסטלים במילוי בשר עם שמן סויה,יחידה קטנה,30
פסטלים במילוי בשר עם שמן סויה,גרמים,1
פסטלים במילוי בשר עם שמן סויה,קילוגרם,1000
בורקס במילוי בשר בקר,יחידה,50
בורקס במילוי בשר בקר,גרמים,1
בורקס במילוי בשר בקר,קילוגרם,1000
בורקס בצק עלים במילוי בשר הודו,יחידה,50
בורקס בצק עלים במילוי בשר הודו,גרמים,1
בורקס בצק עלים במילוי בשר הודו,קילוגרם,1000
"בורקס בצק פריך במילוי תפוחי אדמה, עם מרגרינה",יחידה בינונית,50
"בורקס בצק פריך במילוי תפוחי אדמה, עם מרגרינה",גרמים,1
"בורקס בצק פריך במילוי תפוחי אדמה, עם מרגרינה",קילוגרם,1000
בורקס בצק עלים במילוי תרד וגבינה צהובה,יחידה בינונית,50
בורקס בצק עלים במילוי תרד וגבינה צהובה,גרמים,1
בורקס בצק עלים במילוי תרד וגבינה צהובה,קילוגרם,1000
פאי בצל עם מרגרינה,פרוסה דקה,77
פאי בצל עם מרגרינה,פרוסה בינונית,136
פאי בצל עם מרגרינה,פרוסה עבה,190
פאי בצל עם מרגרינה,גרמים,1
פאי בצל עם מרגרינה,קילוגרם,1000
פאי בצל וגבינה עם מרגרינה,פרוסה דקה,77
פאי בצל וגבינה עם מרגרינה,פרוסה בינונית,136
פאי בצל וגבינה עם מרגרינה,פרוסה עבה,190
פאי בצל וגבינה עם מרגרינה,גרמים,1
פאי בצל וגבינה עם מרגרינה,קילוגרם,1000
קיש תרד,פרוסה דקה,100
קיש תרד,פרוסה בינונית,150
קיש תרד,פרוסה עבה,300
קיש תרד,גרמים,1
קיש תרד,קילוגרם,1000
מלאווח מטוגן בשמן סויה,יחידה קטנה,96
מלאווח מטוגן בשמן סויה,יחידה בינונית,138
מלאווח מטוגן בשמן סויה,גרמים,1
מלאווח מטוגן בשמן סויה,קילוגרם,1000
מלאווח מטוגן בשמן קנולה,יחידה קטנה,96
מלאווח מטוגן בשמן קנולה,יחידה בינונית,138
מלאווח מטוגן בשמן קנולה,גרמים,1
מלאווח מטוגן בשמן קנולה,קילוגרם,1000
"מלאווח תימני, לפני טיגון, מעדנות",יחידה,150
"מלאווח תימני, לפני טיגון, מעדנות",יחידה  קטנה מאד,22
"מלאווח תימני, לפני טיגון, מעדנות",גרמים,1
"מלאווח תימני, לפני טיגון, מעדנות",קילוגרם,1000
"עמיזה, מאפה אתיופי",פרוסה,100
"עמיזה, מאפה אתיופי",גרמים,1
"עמיזה, מאפה אתיופי",קילוגרם,1000
ג'חנון בשמן סויה,יחידה קטנה,125
ג'חנון בשמן סויה,יחידה בינונית,150
ג'חנון בשמן סויה,יחידה גדולה,250
ג'חנון בשמן סויה,גרמים,1
ג'חנון בשמן סויה,קילוגרם,1000
"ג'חנון תימני, לא אפוי, שלושת האופים",יחידה קטנה,55
"ג'חנון תימני, לא אפוי, שלושת האופים",יחידה בינונית,110
"ג'חנון תימני, לא אפוי, שלושת האופים",גרמים,1
"ג'חנון תימני, לא אפוי, שלושת האופים",אריזה,650
"ג'חנון תימני, לא אפוי, שלושת האופים",קילוגרם,1000
ג'חנון תימני אפוי,יחידה,116.5
ג'חנון תימני אפוי,גרמים,1
ג'חנון תימני אפוי,קילוגרם,1000
"בצק עלים מרגרינה, לא אפוי",גרמים,1
"בצק עלים מרגרינה, לא אפוי",קילוגרם,1000
"בצק פילאס תורכי כולל בצק עלים מרודד, מעדנות",גרמים,1
"בצק פילאס תורכי כולל בצק עלים מרודד, מעדנות",קילוגרם,1000
"בצק פילו, לפני אפייה",גרמים,1
"בצק פילו, לפני אפייה",אריזה,1000
"בצק פילו, לפני אפייה",קילוגרם,1000
לזניה חלבית,גרמים,1
לזניה חלבית,מנה קטנה,215
לזניה חלבית,מנה בינונית,255
לזניה חלבית,מנה גדולה,340
לזניה חלבית,קילוגרם,1000
לזניה בשרית,גרמים,1
לזניה בשרית,קילוגרם,1000
"כיסוני בצק, רביולי במילוי תרד וגבינה",יחידה,9
"כיסוני בצק, רביולי במילוי תרד וגבינה",גרמים,1
"כיסוני בצק, רביולי במילוי תרד וגבינה",מנה קטנה,50
"כיסוני בצק, רביולי במילוי תרד וגבינה",מנה בינונית,100
"כיסוני בצק, רביולי במילוי תרד וגבינה",מנה גדולה,150
"כיסוני בצק, רביולי במילוי תרד וגבינה",קילוגרם,1000
"כיסוני בצק, רביולי תרד וגבינה, שטראוס",יחידה,9
"כיסוני בצק, רביולי תרד וגבינה, שטראוס",גרמים,1
"כיסוני בצק, רביולי תרד וגבינה, שטראוס",מנה קטנה,50
"כיסוני בצק, רביולי תרד וגבינה, שטראוס",מנה בינונית,100
"כיסוני בצק, רביולי תרד וגבינה, שטראוס",מנה גדולה,150
"כיסוני בצק, רביולי תרד וגבינה, שטראוס",אריזה,400
"כיסוני בצק, רביולי תרד וגבינה, שטראוס",קילוגרם,1000
"כיסוני בצק, רביולי במילוי בטטה",יחידה,9
"כיסוני בצק, רביולי במילוי בטטה",גרמים,1
"כיסוני בצק, רביולי במילוי בטטה",מנה קטנה,50
"כיסוני בצק, רביולי במילוי בטטה",מנה בינונית,100
"כיסוני בצק, רביולי במילוי בטטה",מנה גדולה,150
"כיסוני בצק, רביולי במילוי בטטה",קילוגרם,1000
"כיסוני בצק, קרפלך, במילוי בשר בקר",יחידה קטנה,12
"כיסוני בצק, קרפלך, במילוי בשר בקר",יחידה בינונית,38
"כיסוני בצק, קרפלך, במילוי בשר בקר",גרמים,1
"כיסוני בצק, קרפלך, במילוי בשר בקר",קילוגרם,1000
"כיסוני בצק, טורטליני פטריות, שטראוס",יחידה  קטנה מאד,6.400000095
"כיסוני בצק, טורטליני פטריות, שטראוס",גרמים,1
"כיסוני בצק, טורטליני פטריות, שטראוס",קילוגרם,1000
"כיסוני בצק, קרפלך במילוי כבד עוף",יחידה בינונית,38
"כיסוני בצק, קרפלך במילוי כבד עוף",גרמים,1
"כיסוני בצק, קרפלך במילוי כבד עוף",קילוגרם,1000
"כיסוני בצק, קרפלך במילוי בשר עוף",יחידה בינונית,38
"כיסוני בצק, קרפלך במילוי בשר עוף",גרמים,1
"כיסוני בצק, קרפלך במילוי בשר עוף",קילוגרם,1000
"כיסוני בצק, קרפלך במילוי בשר הודו",יחידה קטנה,10
"כיסוני בצק, קרפלך במילוי בשר הודו",יחידה בינונית,12
"כיסוני בצק, קרפלך במילוי בשר הודו",גרמים,1
"כיסוני בצק, קרפלך במילוי בשר הודו",קילוגרם,1000
"כיסוני בצק, קרפלך במילוי בשר חזיר",יחידה בינונית,38
"כיסוני בצק, קרפלך במילוי בשר חזיר",גרמים,1
"כיסוני בצק, קרפלך במילוי בשר חזיר",קילוגרם,1000
"כיסוני בצק, רביולי ללא מילוי",יחידה,4
"כיסוני בצק, רביולי ללא מילוי",גרמים,1
"כיסוני בצק, רביולי ללא מילוי",מנה קטנה,50
"כיסוני בצק, רביולי ללא מילוי",מנה בינונית,100
"כיסוני בצק, רביולי ללא מילוי",מנה גדולה,150
"כיסוני בצק, רביולי ללא מילוי",קילוגרם,1000
"כיסוני בצק, במילוי גבינה מתוקה",יחידה בינונית,38
"כיסוני בצק, במילוי גבינה מתוקה",גרמים,1
"כיסוני בצק, במילוי גבינה מתוקה",קילוגרם,1000
"סמבוסק במילוי גבינה עם שמרים, אפוי",יחידה,80
"סמבוסק במילוי גבינה עם שמרים, אפוי",גרמים,1
"סמבוסק במילוי גבינה עם שמרים, אפוי",קילוגרם,1000
"סמבוסק במילוי חומוס ובצל מטוגן, מטוגן",יחידה,80
"סמבוסק במילוי חומוס ובצל מטוגן, מטוגן",גרמים,1
"סמבוסק במילוי חומוס ובצל מטוגן, מטוגן",קילוגרם,1000
"סמבוסק במילוי תפוחי אדמה ופטריות, אפוי",יחידה,80
"סמבוסק במילוי תפוחי אדמה ופטריות, אפוי",גרמים,1
"סמבוסק במילוי תפוחי אדמה ופטריות, אפוי",קילוגרם,1000
"סמבוסק במילוי תרד, אפוי",יחידה,80
"סמבוסק במילוי תרד, אפוי",גרמים,1
"סמבוסק במילוי תרד, אפוי",קילוגרם,1000
ספגטי ברוטב עגבניות ושמן זית,כוס,200
ספגטי ברוטב עגבניות ושמן זית,כף,20
ספגטי ברוטב עגבניות ושמן זית,גרמים,1
ספגטי ברוטב עגבניות ושמן זית,מנה קטנה,200
ספגטי ברוטב עגבניות ושמן זית,מנה בינונית,300
ספגטי ברוטב עגבניות ושמן זית,מנה גדולה,400
ספגטי ברוטב עגבניות ושמן זית,קילוגרם,1000
ספגטי ברוטב עגבניות ושמן סויה,כוס,200
ספגטי ברוטב עגבניות ושמן סויה,כף,20
ספגטי ברוטב עגבניות ושמן סויה,גרמים,1
ספגטי ברוטב עגבניות ושמן סויה,מנה קטנה,200
ספגטי ברוטב עגבניות ושמן סויה,מנה בינונית,300
ספגטי ברוטב עגבניות ושמן סויה,מנה גדולה,400
ספגטי ברוטב עגבניות ושמן סויה,קילוגרם,1000
"פשטידת אטריות עם גבינת קוטג, גבינה מלוחה ויוגורט",גרמים,1
"פשטידת אטריות עם גבינת קוטג, גבינה מלוחה ויוגורט",מנה קטנה,100
"פשטידת אטריות עם גבינת קוטג, גבינה מלוחה ויוגורט",מנה בינונית,150
"פשטידת אטריות עם גבינת קוטג, גבינה מלוחה ויוגורט",מנה גדולה,300
"פשטידת אטריות עם גבינת קוטג, גבינה מלוחה ויוגורט",קילוגרם,1000
פשטידת אטריות טורטליני' (פרווה),גרמים,1
פשטידת אטריות טורטליני' (פרווה),מנה קטנה,100
פשטידת אטריות טורטליני' (פרווה),מנה בינונית,150
פשטידת אטריות טורטליני' (פרווה),מנה גדולה,300
פשטידת אטריות טורטליני' (פרווה),קילוגרם,1000
"קוגל אטריות מתוק, פרווה",פרוסה דקה,100
"קוגל אטריות מתוק, פרווה",פרוסה בינונית,150
"קוגל אטריות מתוק, פרווה",פרוסה עבה,300
"קוגל אטריות מתוק, פרווה",גרמים,1
"קוגל אטריות מתוק, פרווה",קילוגרם,1000
פשטידת אטריות עם בשר בקר ושמן קנולה,גרמים,1
פשטידת אטריות עם בשר בקר ושמן קנולה,מנה קטנה,100
פשטידת אטריות עם בשר בקר ושמן קנולה,מנה בינונית,150
פשטידת אטריות עם בשר בקר ושמן קנולה,מנה גדולה,300
פשטידת אטריות עם בשר בקר ושמן קנולה,קילוגרם,1000
סושי עם אורז ודג,יחידה קטנה,23
סושי עם אורז ודג,גרמים,1
סושי עם אורז ודג,קילוגרם,1000
סושי צמחוני עם אורז ואבוקדו,יחידה גדולה,200
סושי צמחוני עם אורז ואבוקדו,גרמים,1
סושי צמחוני עם אורז ואבוקדו,עיגול/כדור,25
סושי צמחוני עם אורז ואבוקדו,קילוגרם,1000
"מג'דרה עם אורז, בצל מטוגן ושמן סויה",כוס,175
"מג'דרה עם אורז, בצל מטוגן ושמן סויה",כף,15
"מג'דרה עם אורז, בצל מטוגן ושמן סויה",גרמים,1
"מג'דרה עם אורז, בצל מטוגן ושמן סויה",צלחת גדולה,430
"מג'דרה עם אורז, בצל מטוגן ושמן סויה",קילוגרם,1000
"מג'דרה עם אורז, בצל מטוגן ושמן זית",כוס,175
"מג'דרה עם אורז, בצל מטוגן ושמן זית",כף,15
"מג'דרה עם אורז, בצל מטוגן ושמן זית",גרמים,1
"מג'דרה עם אורז, בצל מטוגן ושמן זית",צלחת גדולה,430
"מג'דרה עם אורז, בצל מטוגן ושמן זית",קילוגרם,1000
"מקלובה עם ירך עוף חומוס וצנוברים, עם שמן קנולה",גרמים,1
"מקלובה עם ירך עוף חומוס וצנוברים, עם שמן קנולה",מנה קטנה,266
"מקלובה עם ירך עוף חומוס וצנוברים, עם שמן קנולה",מנה בינונית,386
"מקלובה עם ירך עוף חומוס וצנוברים, עם שמן קנולה",מנה גדולה,620
"מקלובה עם ירך עוף חומוס וצנוברים, עם שמן קנולה",קילוגרם,1000
"חמין שימורים,פרווה, ויטה",גרמים,1
"חמין שימורים,פרווה, ויטה",מנה קטנה,150
"חמין שימורים,פרווה, ויטה",מנה בינונית,250
"חמין שימורים,פרווה, ויטה",מנה גדולה,350
"חמין שימורים,פרווה, ויטה",קופסה,568
"חמין שימורים,פרווה, ויטה",קילוגרם,1000
מקלובה עם ירך עוף כרובית וצנוברים ובצל מטוגן בשמן קנולה,גרמים,1
מקלובה עם ירך עוף כרובית וצנוברים ובצל מטוגן בשמן קנולה,מנה קטנה,266
מקלובה עם ירך עוף כרובית וצנוברים ובצל מטוגן בשמן קנולה,מנה בינונית,386
מקלובה עם ירך עוף כרובית וצנוברים ובצל מטוגן בשמן קנולה,מנה גדולה,620
מקלובה עם ירך עוף כרובית וצנוברים ובצל מטוגן בשמן קנולה,קילוגרם,1000
מקלובה עם ירקות ללא בשר עם שמן קנולה,גרמים,1
מקלובה עם ירקות ללא בשר עם שמן קנולה,מנה קטנה,266
מקלובה עם ירקות ללא בשר עם שמן קנולה,מנה בינונית,386
מקלובה עם ירקות ללא בשר עם שמן קנולה,מנה גדולה,620
מקלובה עם ירקות ללא בשר עם שמן קנולה,קילוגרם,1000
"מג'דרה עם בורגול, בצל מטוגן בשמן קנולה ושמן קנולה",כוס,175
"מג'דרה עם בורגול, בצל מטוגן בשמן קנולה ושמן קנולה",כף,15
"מג'דרה עם בורגול, בצל מטוגן בשמן קנולה ושמן קנולה",גרמים,1
"מג'דרה עם בורגול, בצל מטוגן בשמן קנולה ושמן קנולה",צלחת גדולה,430
"מג'דרה עם בורגול, בצל מטוגן בשמן קנולה ושמן קנולה",קילוגרם,1000
"מג'דרה, אורז ועדשים, מוכן מתערובת, קנור",כוס,175
"מג'דרה, אורז ועדשים, מוכן מתערובת, קנור",כף,15
"מג'דרה, אורז ועדשים, מוכן מתערובת, קנור",גרמים,1
"מג'דרה, אורז ועדשים, מוכן מתערובת, קנור",צלחת גדולה,430
"מג'דרה, אורז ועדשים, מוכן מתערובת, קנור",קילוגרם,1000
מג'דרה עם בורגול ושמן זית,כוס,175
מג'דרה עם בורגול ושמן זית,כף,15
מג'דרה עם בורגול ושמן זית,גרמים,1
מג'דרה עם בורגול ושמן זית,צלחת גדולה,430
מג'דרה עם בורגול ושמן זית,קילוגרם,1000
"מג'דרה עם אורז, בצל מטוגן ושמן קנולה",כוס,175
"מג'דרה עם אורז, בצל מטוגן ושמן קנולה",כף,15
"מג'דרה עם אורז, בצל מטוגן ושמן קנולה",גרמים,1
"מג'דרה עם אורז, בצל מטוגן ושמן קנולה",צלחת גדולה,430
"מג'דרה עם אורז, בצל מטוגן ושמן קנולה",קילוגרם,1000
"מג'דרה עם אורז מלא, בצל מטוגן ושמן קנולה",כוס,175
"מג'דרה עם אורז מלא, בצל מטוגן ושמן קנולה",כף,15
"מג'דרה עם אורז מלא, בצל מטוגן ושמן קנולה",גרמים,1
"מג'דרה עם אורז מלא, בצל מטוגן ושמן קנולה",צלחת גדולה,430
"מג'דרה עם אורז מלא, בצל מטוגן ושמן קנולה",קילוגרם,1000
סלט טבולה מבורגול,כף,25
סלט טבולה מבורגול,גרמים,1
סלט טבולה מבורגול,מנה קטנה,60
סלט טבולה מבורגול,צלחת בינונית,113
סלט טבולה מבורגול,קילוגרם,1000
סלט טבולה מקוסקוס,כף,25
סלט טבולה מקוסקוס,גרמים,1
סלט טבולה מקוסקוס,מנה קטנה,60
סלט טבולה מקוסקוס,צלחת בינונית,113
סלט טבולה מקוסקוס,קילוגרם,1000
מרק גריסים עם עגבניות בצל ושמן קנולה,גרמים,1
מרק גריסים עם עגבניות בצל ושמן קנולה,מנה קטנה,130
מרק גריסים עם עגבניות בצל ושמן קנולה,מנה בינונית,260
מרק גריסים עם עגבניות בצל ושמן קנולה,מנה גדולה,390
מרק גריסים עם עגבניות בצל ושמן קנולה,קילוגרם,1000
מרק גריסים עם ירקות ושמן סויה,גרמים,1
מרק גריסים עם ירקות ושמן סויה,מנה קטנה,130
מרק גריסים עם ירקות ושמן סויה,מנה בינונית,260
מרק גריסים עם ירקות ושמן סויה,מנה גדולה,390
מרק גריסים עם ירקות ושמן סויה,קילוגרם,1000
"מרק עגבניות עם המון אטריות וקרוטונים, נמס, רגע חם, מוכן מאבקה",גרמים,1
"מרק עגבניות עם המון אטריות וקרוטונים, נמס, רגע חם, מוכן מאבקה",מנה,210
"מרק עגבניות עם המון אטריות וקרוטונים, נמס, רגע חם, מוכן מאבקה",קילוגרם,1000
"מרק נמס בכוס, לייט, תירס/ ירקות/ פטריות, מוכן מאבקה, קנור",גרמים,1
"מרק נמס בכוס, לייט, תירס/ ירקות/ פטריות, מוכן מאבקה, קנור",מנה,210
"מרק נמס בכוס, לייט, תירס/ ירקות/ פטריות, מוכן מאבקה, קנור",קילוגרם,1000
"אטריות/פסטה, ברוטב פיצה, מנה חמה, מוכן מתערובת, אסם",גרמים,1
"אטריות/פסטה, ברוטב פיצה, מנה חמה, מוכן מתערובת, אסם",מנה,250
"אטריות/פסטה, ברוטב פיצה, מנה חמה, מוכן מתערובת, אסם",קילוגרם,1000
"אשכולית, טריה",יחידה בינונית,185
"אשכולית, טריה",יחידה גדולה,300
"אשכולית, טריה",כוס,230
"אשכולית, טריה",גרמים,1
"אשכולית, טריה",פלח,20
"אשכולית, טריה",קילוגרם,1000
"פומלה, טריה",יחידה בינונית,190
"פומלה, טריה",יחידה גדולה,670
"פומלה, טריה",גרמים,1
"פומלה, טריה",פלח,28
"פומלה, טריה",קילוגרם,1000
"אשכולית, עם קליפה וגרעינים",יחידה בינונית,380
"אשכולית, עם קליפה וגרעינים",גרמים,1
"אשכולית, עם קליפה וגרעינים",קילוגרם,1000
"אשכולית, משומרת או קפואה, ללא תוספת סוכר, במים",גרמים,1
"אשכולית, משומרת או קפואה, ללא תוספת סוכר, במים",קערית לפתן,176
"אשכולית, משומרת או קפואה, ללא תוספת סוכר, במים",קילוגרם,1000
"אשכולית, משומרת או קפואה, בסירופ קל",גרמים,1
"אשכולית, משומרת או קפואה, בסירופ קל",קערית לפתן,176
"אשכולית, משומרת או קפואה, בסירופ קל",קילוגרם,1000
"אשכוליות ותפוזים, פלחים, מבושלים, משומרים או קפואים, במים",גרמים,1
"אשכוליות ותפוזים, פלחים, מבושלים, משומרים או קפואים, במים",קערית לפתן,176
"אשכוליות ותפוזים, פלחים, מבושלים, משומרים או קפואים, במים",קילוגרם,1000
"תפוז סיני, טרי",יחידה קטנה,4
"תפוז סיני, טרי",יחידה בינונית,5
"תפוז סיני, טרי",יחידה גדולה,10
"תפוז סיני, טרי",גרמים,1
"תפוז סיני, טרי",קילוגרם,1000
"לימון, טרי",יחידה בינונית,58
"לימון, טרי",יחידה גדולה,84
"לימון, טרי",כוס,212
"לימון, טרי",גרמים,1
"לימון, טרי",פלח,7
"לימון, טרי",קילוגרם,1000
לימון עם קליפה וגרעינים,יחידה קטנה,58
לימון עם קליפה וגרעינים,יחידה בינונית,71
לימון עם קליפה וגרעינים,יחידה גדולה,124
לימון עם קליפה וגרעינים,גרמים,1
לימון עם קליפה וגרעינים,קילוגרם,1000
לימון כבוש,יחידה קטנה,15
לימון כבוש,יחידה בינונית,20
לימון כבוש,יחידה גדולה,25
לימון כבוש,פרוסה דקה,15
לימון כבוש,גרמים,1
לימון כבוש,קילוגרם,1000
"לימון, מילוי מוכן לפאי",כוס,266
"לימון, מילוי מוכן לפאי",גרמים,1
"לימון, מילוי מוכן לפאי",קילוגרם,1000
"ליים, טרי",יחידה,67
"ליים, טרי",גרמים,1
"ליים, טרי",קילוגרם,1000
"תפוז, טרי",יחידה קטנה,105
