name,unit,grams
"מי גבינה, חומצי, נוזלי",גרמים,1
"מי גבינה, חומצי, נוזלי",קילוגרם,1000
"בורגול, מבושל עם שעועית לבנה ועגבניות",גרמים,1
"בורגול, מבושל עם שעועית לבנה ועגבניות",מנה קטנה,90
"בורגול, מבושל עם שעועית לבנה ועגבניות",מנה בינונית,120
"בורגול, מבושל עם שעועית לבנה ועגבניות",מנה גדולה,175
"בורגול, מבושל עם שעועית לבנה ועגבניות",קילוגרם,1000
חלב אם,גרמים,1
חלב אם,קילוגרם,1000
"חלב 3% שומן, תנובה, טרה, הרדוף, יטבתה",כוס,240
"חלב 3% שומן, תנובה, טרה, הרדוף, יטבתה",כף,10
"חלב 3% שומן, תנובה, טרה, הרדוף, יטבתה",כפית,2.400000095
"חלב 3% שומן, תנובה, טרה, הרדוף, יטבתה",גרמים,1
"חלב 3% שומן, תנובה, טרה, הרדוף, יטבתה",שקית,1000
"חלב 3% שומן, תנובה, טרה, הרדוף, יטבתה",קרטון,1500
"חלב 3% שומן, תנובה, טרה, הרדוף, יטבתה",קרטון קטן,1000
"חלב 3% שומן, תנובה, טרה, הרדוף, יטבתה",קרטון גדול,2000
"חלב 3% שומן, תנובה, טרה, הרדוף, יטבתה",בקבוק,1000
"חלב 3% שומן, תנובה, טרה, הרדוף, יטבתה",בקבוק גדול,2000
"חלב 3% שומן, תנובה, טרה, הרדוף, יטבתה",קילוגרם,1000
"חלב 1% שומן בקרטון מועשר ויטמין A,D, וסידן ",כוס,240
"חלב 1% שומן בקרטון מועשר ויטמין A,D, וסידן ",כף,10
"חלב 1% שומן בקרטון מועשר ויטמין A,D, וסידן ",כפית,2.400000095
"חלב 1% שומן בקרטון מועשר ויטמין A,D, וסידן ",גרמים,1
"חלב 1% שומן בקרטון מועשר ויטמין A,D, וסידן ",קרטון,1000
"חלב 1% שומן בקרטון מועשר ויטמין A,D, וסידן ",קילוגרם,1000
"חלב 3% שומן, מועשר בסידן, תנובה,טרה,יטבתה",כוס,240
"חלב 3% שומן, מועשר בסידן, תנובה,טרה,יטבתה",כף,10
"חלב 3% שומן, מועשר בסידן, תנובה,טרה,יטבתה",כפית,2.400000095
"חלב 3% שומן, מועשר בסידן, תנובה,טרה,יטבתה",גרמים,1
"חלב 3% שומן, מועשר בסידן, תנובה,טרה,יטבתה",שקית,1000
"חלב 3% שומן, מועשר בסידן, תנובה,טרה,יטבתה",קרטון,1000
"חלב 3% שומן, מועשר בסידן, תנובה,טרה,יטבתה",קילוגרם,1000
"חלב 3% שומן, מועשר בויטמינים B12, D,E, יטבתה",כוס,240
"חלב 3% שומן, מועשר בויטמינים B12, D,E, יטבתה",כף,10
"חלב 3% שומן, מועשר בויטמינים B12, D,E, יטבתה",כפית,2.400000095
"חלב 3% שומן, מועשר בויטמינים B12, D,E, יטבתה",גרמים,1
"חלב 3% שומן, מועשר בויטמינים B12, D,E, יטבתה",שקית,1000
"חלב 3% שומן, מועשר בויטמינים B12, D,E, יטבתה",קרטון,1000
"חלב 3% שומן, מועשר בויטמינים B12, D,E, יטבתה",קילוגרם,1000
"חלב 1% שומן, תנובה, טרה, הרדוף, יטבתה",כוס,240
"חלב 1% שומן, תנובה, טרה, הרדוף, יטבתה",כף,10
"חלב 1% שומן, תנובה, טרה, הרדוף, יטבתה",כפית,2.400000095
"חלב 1% שומן, תנובה, טרה, הרדוף, יטבתה",גרמים,1
"חלב 1% שומן, תנובה, טרה, הרדוף, יטבתה",שקית,1000
"חלב 1% שומן, תנובה, טרה, הרדוף, יטבתה",קרטון,1000
"חלב 1% שומן, תנובה, טרה, הרדוף, יטבתה",בקבוק,1000
"חלב 1% שומן, תנובה, טרה, הרדוף, יטבתה",בקבוק גדול,2000
"חלב 1% שומן, תנובה, טרה, הרדוף, יטבתה",קילוגרם,1000
"משקה חלב בטעם וניל,3% שומן, טרה",כוס,240
"משקה חלב בטעם וניל,3% שומן, טרה",גרמים,1
"משקה חלב בטעם וניל,3% שומן, טרה",קרטון,1000
"משקה חלב בטעם וניל,3% שומן, טרה",קרטון קטן,500
"משקה חלב בטעם וניל,3% שומן, טרה",קילוגרם,1000
"חלב 2% שומן, כולל דל לקטוז, תנובה",כוס,240
"חלב 2% שומן, כולל דל לקטוז, תנובה",כף,10
"חלב 2% שומן, כולל דל לקטוז, תנובה",כפית,2.400000095
"חלב 2% שומן, כולל דל לקטוז, תנובה",גרמים,1
"חלב 2% שומן, כולל דל לקטוז, תנובה",קרטון,1000
"חלב 2% שומן, כולל דל לקטוז, תנובה",קילוגרם,1000
חלב עזים 4% שומן,כוס,240
חלב עזים 4% שומן,גרמים,1
חלב עזים 4% שומן,קרטון,1000
חלב עזים 4% שומן,קילוגרם,1000
"חלב עזים 3.7% שומן, צוריאל",כוס,240
"חלב עזים 3.7% שומן, צוריאל",גרמים,1
"חלב עזים 3.7% שומן, צוריאל",קרטון,1000
"חלב עזים 3.7% שומן, צוריאל",קילוגרם,1000
חלב כבשים 7% שומן,כוס,245
חלב כבשים 7% שומן,גרמים,1
חלב כבשים 7% שומן,קילוגרם,1000
חלב נאקות (גמלים),כוס,240
חלב נאקות (גמלים),גרמים,1
חלב נאקות (גמלים),קילוגרם,1000
"חלב מיובש, מלא, משוחזר",כוס,240
"חלב מיובש, מלא, משוחזר",גרמים,1
"חלב מיובש, מלא, משוחזר",קילוגרם,1000
"חלב מיובש דל שומן ,אבקה, ללא תוספת ויטמין A",כפית,1.299999952
"חלב מיובש דל שומן ,אבקה, ללא תוספת ויטמין A",גרמים,1
"חלב מיובש דל שומן ,אבקה, ללא תוספת ויטמין A",קילוגרם,1000
"מי גבינה מיובשים, אבקה, DRIED WHEY",כוס,57
"מי גבינה מיובשים, אבקה, DRIED WHEY",גרמים,1
"מי גבינה מיובשים, אבקה, DRIED WHEY",קילוגרם,1000
"חלב מרוכז, ממותק, לא מדולל",כוס,306
"חלב מרוכז, ממותק, לא מדולל",גרמים,1
"חלב מרוכז, ממותק, לא מדולל",שפורפרת,175
"חלב מרוכז, ממותק, לא מדולל",קילוגרם,1000
"יוגורט 4.5% שומן, תנובה",כף,20
"יוגורט 4.5% שומן, תנובה",כפית,8
"יוגורט 4.5% שומן, תנובה",גביע,200
"יוגורט 4.5% שומן, תנובה",גביע גדול,500
"יוגורט 4.5% שומן, תנובה",גרמים,1
"יוגורט 4.5% שומן, תנובה",קילוגרם,1000
"יוגורט ביו 3% שומן, תנובה",כף,20
"יוגורט ביו 3% שומן, תנובה",כפית,8
"יוגורט ביו 3% שומן, תנובה",גביע,150
"יוגורט ביו 3% שומן, תנובה",גביע בינוני,200
"יוגורט ביו 3% שומן, תנובה",גרמים,1
"יוגורט ביו 3% שומן, תנובה",קילוגרם,1000
"יוגורט, 1.5% שומן, רויון, תנובה",כוס,240
"יוגורט, 1.5% שומן, רויון, תנובה",גרמים,1
"יוגורט, 1.5% שומן, רויון, תנובה",קרטון,1000
"יוגורט, 1.5% שומן, רויון, תנובה",קרטון קטן,500
"יוגורט, 1.5% שומן, רויון, תנובה",קילוגרם,1000
"יוגורט של פעם 3% שומן, השומרון",כף,20
"יוגורט של פעם 3% שומן, השומרון",כפית,8
"יוגורט של פעם 3% שומן, השומרון",גביע גדול,500
"יוגורט של פעם 3% שומן, השומרון",גרמים,1
"יוגורט של פעם 3% שומן, השומרון",קילוגרם,1000
"יוגורט 1.9% שומן  עם גרנולה ופירות ,פרילי טבע, תנובה",כף,20
"יוגורט 1.9% שומן  עם גרנולה ופירות ,פרילי טבע, תנובה",כפית,8
"יוגורט 1.9% שומן  עם גרנולה ופירות ,פרילי טבע, תנובה",גביע,200
"יוגורט 1.9% שומן  עם גרנולה ופירות ,פרילי טבע, תנובה",גרמים,1
"יוגורט 1.9% שומן  עם גרנולה ופירות ,פרילי טבע, תנובה",קילוגרם,1000
"יוגורט ביו  3% שומן,דנונה, שטראוס",כף,20
"יוגורט ביו  3% שומן,דנונה, שטראוס",כפית,8
"יוגורט ביו  3% שומן,דנונה, שטראוס",גביע,200
"יוגורט ביו  3% שומן,דנונה, שטראוס",גביע קטן,150
"יוגורט ביו  3% שומן,דנונה, שטראוס",גרמים,1
"יוגורט ביו  3% שומן,דנונה, שטראוס",קילוגרם,1000
"יוגורט ביו 3%, תות/אפרסק/שזיף/מנגו",כף,20
"יוגורט ביו 3%, תות/אפרסק/שזיף/מנגו",כפית,8
"יוגורט ביו 3%, תות/אפרסק/שזיף/מנגו",גביע,150
"יוגורט ביו 3%, תות/אפרסק/שזיף/מנגו",גרמים,1
"יוגורט ביו 3%, תות/אפרסק/שזיף/מנגו",קילוגרם,1000
"יוגורט פרי דיאט 0% שומן, פירות יער, דובדבן, מיקס פירות טרופי ",כף,20
"יוגורט פרי דיאט 0% שומן, פירות יער, דובדבן, מיקס פירות טרופי ",כפית,8
"יוגורט פרי דיאט 0% שומן, פירות יער, דובדבן, מיקס פירות טרופי ",גביע,150
"יוגורט פרי דיאט 0% שומן, פירות יער, דובדבן, מיקס פירות טרופי ",גרמים,1
"יוגורט פרי דיאט 0% שומן, פירות יער, דובדבן, מיקס פירות טרופי ",קילוגרם,1000
"יוגורט ביו 1.5% שומן,דנונה, שטראוס",כף,20
"יוגורט ביו 1.5% שומן,דנונה, שטראוס",כפית,8
"יוגורט ביו 1.5% שומן,דנונה, שטראוס",גביע,200
"יוגורט ביו 1.5% שומן,דנונה, שטראוס",גביע קטן,150
"יוגורט ביו 1.5% שומן,דנונה, שטראוס",גרמים,1
"יוגורט ביו 1.5% שומן,דנונה, שטראוס",קילוגרם,1000
"יוגורט, אקטיביה דיאט 0% שומן טבעי, פטל אוכמניות, שזיף מיובש",כף,20
"יוגורט, אקטיביה דיאט 0% שומן טבעי, פטל אוכמניות, שזיף מיובש",כפית,8
"יוגורט, אקטיביה דיאט 0% שומן טבעי, פטל אוכמניות, שזיף מיובש",גביע,150
"יוגורט, אקטיביה דיאט 0% שומן טבעי, פטל אוכמניות, שזיף מיובש",גרמים,1
"יוגורט, אקטיביה דיאט 0% שומן טבעי, פטל אוכמניות, שזיף מיובש",קילוגרם,1000
"יוגורט 1.5% שומן, אקטיביה, בטעם שזיף מיובש/פרי יבש/תות/אפרסק/פטל/גרנולה, דנונה",כף,20
"יוגורט 1.5% שומן, אקטיביה, בטעם שזיף מיובש/פרי יבש/תות/אפרסק/פטל/גרנולה, דנונה",כפית,8
"יוגורט 1.5% שומן, אקטיביה, בטעם שזיף מיובש/פרי יבש/תות/אפרסק/פטל/גרנולה, דנונה",גביע,150
"יוגורט 1.5% שומן, אקטיביה, בטעם שזיף מיובש/פרי יבש/תות/אפרסק/פטל/גרנולה, דנונה",גרמים,1
"יוגורט 1.5% שומן, אקטיביה, בטעם שזיף מיובש/פרי יבש/תות/אפרסק/פטל/גרנולה, דנונה",קילוגרם,1000
"יוגורט 0% שומן, יופלה, טבעי, תנובה",כף,20
"יוגורט 0% שומן, יופלה, טבעי, תנובה",כפית,8
"יוגורט 0% שומן, יופלה, טבעי, תנובה",גביע,200
"יוגורט 0% שומן, יופלה, טבעי, תנובה",גרמים,1
"יוגורט 0% שומן, יופלה, טבעי, תנובה",קילוגרם,1000
"יוגורט לשתייה עם מלפפונים ,ציזיקי  3.5% שומן, גד",כף,20
"יוגורט לשתייה עם מלפפונים ,ציזיקי  3.5% שומן, גד",כפית,8
"יוגורט לשתייה עם מלפפונים ,ציזיקי  3.5% שומן, גד",גרמים,1
"יוגורט לשתייה עם מלפפונים ,ציזיקי  3.5% שומן, גד",בקבוק,250
"יוגורט לשתייה עם מלפפונים ,ציזיקי  3.5% שומן, גד",קילוגרם,1000
"יוגורט 5% שומן, מחלב בופאלו",כף,20
"יוגורט 5% שומן, מחלב בופאלו",כפית,8
"יוגורט 5% שומן, מחלב בופאלו",גביע,150
"יוגורט 5% שומן, מחלב בופאלו",גביע גדול,500
"יוגורט 5% שומן, מחלב בופאלו",גרמים,1
"יוגורט 5% שומן, מחלב בופאלו",קילוגרם,1000
"משקה יוגורט 0% שומן אקטימל דיאט,שטראוס",גרמים,1
"משקה יוגורט 0% שומן אקטימל דיאט,שטראוס",בקבוק,100
"משקה יוגורט 0% שומן אקטימל דיאט,שטראוס",קילוגרם,1000
יוגורט 3% שומן תנובה,כף,20
יוגורט 3% שומן תנובה,כפית,8
יוגורט 3% שומן תנובה,גביע,150
יוגורט 3% שומן תנובה,גרמים,1
יוגורט 3% שומן תנובה,קילוגרם,1000
"משקה יוגורט 1.8% שומן, בטעמים, אקטימל, שטראוס",גרמים,1
"משקה יוגורט 1.8% שומן, בטעמים, אקטימל, שטראוס",בקבוק,100
"משקה יוגורט 1.8% שומן, בטעמים, אקטימל, שטראוס",קילוגרם,1000
"יוגורט, דנונה דיאט 0% קפוצ'ינו, תות, אננס, אפרסק, דובדבן , משמש, רום צימוקים, מנגו , פטל",כף,20
"יוגורט, דנונה דיאט 0% קפוצ'ינו, תות, אננס, אפרסק, דובדבן , משמש, רום צימוקים, מנגו , פטל",כפית,8
"יוגורט, דנונה דיאט 0% קפוצ'ינו, תות, אננס, אפרסק, דובדבן , משמש, רום צימוקים, מנגו , פטל",גביע,150
"יוגורט, דנונה דיאט 0% קפוצ'ינו, תות, אננס, אפרסק, דובדבן , משמש, רום צימוקים, מנגו , פטל",גרמים,1
"יוגורט, דנונה דיאט 0% קפוצ'ינו, תות, אננס, אפרסק, דובדבן , משמש, רום צימוקים, מנגו , פטל",קילוגרם,1000
"יוגורט 3.9% שומן, מחלב עזים, צוריאל",כף,20
"יוגורט 3.9% שומן, מחלב עזים, צוריאל",כפית,8
"יוגורט 3.9% שומן, מחלב עזים, צוריאל",גביע,150
"יוגורט 3.9% שומן, מחלב עזים, צוריאל",גרמים,1
"יוגורט 3.9% שומן, מחלב עזים, צוריאל",בקבוק,500
"יוגורט 3.9% שומן, מחלב עזים, צוריאל",בקבוק גדול,1000
"יוגורט 3.9% שומן, מחלב עזים, צוריאל",קילוגרם,1000
"משקה יוגורט ביו 0%, תות, אננס,טרה",גרמים,1
"משקה יוגורט ביו 0%, תות, אננס,טרה",בקבוק,100
"משקה יוגורט ביו 0%, תות, אננס,טרה",קילוגרם,1000
"משקה יוגורט ביו 1.5%, תות/מנגו/ בננה/תפוז,טרה",גרמים,1
"משקה יוגורט ביו 1.5%, תות/מנגו/ בננה/תפוז,טרה",בקבוק,100
"משקה יוגורט ביו 1.5%, תות/מנגו/ בננה/תפוז,טרה",קילוגרם,1000
"יוגורט יופלה, 2.7% שומן עם גרנולה, תנובה",כף,20
"יוגורט יופלה, 2.7% שומן עם גרנולה, תנובה",כפית,8
"יוגורט יופלה, 2.7% שומן עם גרנולה, תנובה",גביע,170
"יוגורט יופלה, 2.7% שומן עם גרנולה, תנובה",גרמים,1
"יוגורט יופלה, 2.7% שומן עם גרנולה, תנובה",קילוגרם,1000
"יוגורט 1.7% שומן, מולר",כף,20
"יוגורט 1.7% שומן, מולר",כפית,8
"יוגורט 1.7% שומן, מולר",גביע,150
"יוגורט 1.7% שומן, מולר",גרמים,1
"יוגורט 1.7% שומן, מולר",קילוגרם,1000
"יוגורט 7%,תנובה",כף,20
"יוגורט 7%,תנובה",כפית,8
"יוגורט 7%,תנובה",גביע,130
"יוגורט 7%,תנובה",גרמים,1
"יוגורט 7%,תנובה",קילוגרם,1000
"לבן 4.5% שומן, אשל,תנובה",גביע,200
"לבן 4.5% שומן, אשל,תנובה",גרמים,1
"לבן 4.5% שומן, אשל,תנובה",קילוגרם,1000
"יוגורט 4%  שומן, דנובה, תנובה",כף,20
"יוגורט 4%  שומן, דנובה, תנובה",כפית,8
"יוגורט 4%  שומן, דנובה, תנובה",גביע,200
"יוגורט 4%  שומן, דנובה, תנובה",גרמים,1
"יוגורט 4%  שומן, דנובה, תנובה",קילוגרם,1000
"יוגורט 3% שומן, אקטיביה, טבעי",כף,20
"יוגורט 3% שומן, אקטיביה, טבעי",כפית,8
"יוגורט 3% שומן, אקטיביה, טבעי",גביע,150
"יוגורט 3% שומן, אקטיביה, טבעי",גרמים,1
"יוגורט 3% שומן, אקטיביה, טבעי",קילוגרם,1000
"יוגורט 3% שומן, בטעם פאי תפוחים/תות בננה/בננה ואגוזים, שטראוס",כף,20
"יוגורט 3% שומן, בטעם פאי תפוחים/תות בננה/בננה ואגוזים, שטראוס",כפית,8
"יוגורט 3% שומן, בטעם פאי תפוחים/תות בננה/בננה ואגוזים, שטראוס",גביע,150
"יוגורט 3% שומן, בטעם פאי תפוחים/תות בננה/בננה ואגוזים, שטראוס",גרמים,1
"יוגורט 3% שומן, בטעם פאי תפוחים/תות בננה/בננה ואגוזים, שטראוס",קילוגרם,1000
"יוגורט 3% שומן, איירן , גד",כף,20
"יוגורט 3% שומן, איירן , גד",כפית,8
"יוגורט 3% שומן, איירן , גד",גרמים,1
"יוגורט 3% שומן, איירן , גד",בקבוק,1000
"יוגורט 3% שומן, איירן , גד",קילוגרם,1000
"יוגורט 3% שומן, בטעמי פרי,שטראוס",כף,20
"יוגורט 3% שומן, בטעמי פרי,שטראוס",כפית,8
"יוגורט 3% שומן, בטעמי פרי,שטראוס",גביע,150
"יוגורט 3% שומן, בטעמי פרי,שטראוס",גרמים,1
"יוגורט 3% שומן, בטעמי פרי,שטראוס",קילוגרם,1000
"מעדן, גמדים, 5% שומן, גבינה לבנה עם מחית בננה, תות או משמש",כף,20
"מעדן, גמדים, 5% שומן, גבינה לבנה עם מחית בננה, תות או משמש",כפית,8
"מעדן, גמדים, 5% שומן, גבינה לבנה עם מחית בננה, תות או משמש",גביע,100
"מעדן, גמדים, 5% שומן, גבינה לבנה עם מחית בננה, תות או משמש",גרמים,1
"מעדן, גמדים, 5% שומן, גבינה לבנה עם מחית בננה, תות או משמש",קילוגרם,1000
"לבן 3% שומן, גיל,טרה, תנובה",ספל,36
"לבן 3% שומן, גיל,טרה, תנובה",כף,20
"לבן 3% שומן, גיל,טרה, תנובה",כפית,8
"לבן 3% שומן, גיל,טרה, תנובה",גביע,200
"לבן 3% שומן, גיל,טרה, תנובה",גרמים,1
"לבן 3% שומן, גיל,טרה, תנובה",קערית מרק,260
"לבן 3% שומן, גיל,טרה, תנובה",קערית לפתן,104
"לבן 3% שומן, גיל,טרה, תנובה",קערית חד-פעמית,260
"לבן 3% שומן, גיל,טרה, תנובה",קילוגרם,1000
לבן מבושל,מצקת גדולה,100
לבן מבושל,גרמים,1
לבן מבושל,קילוגרם,1000
"יוגורט 4% שומן עם קורנפלקס מצופה שוקולד, מולר מיקס, מולר",כף,20
"יוגורט 4% שומן עם קורנפלקס מצופה שוקולד, מולר מיקס, מולר",כפית,8
"יוגורט 4% שומן עם קורנפלקס מצופה שוקולד, מולר מיקס, מולר",גביע,170
"יוגורט 4% שומן עם קורנפלקס מצופה שוקולד, מולר מיקס, מולר",גרמים,1
"יוגורט 4% שומן עם קורנפלקס מצופה שוקולד, מולר מיקס, מולר",קילוגרם,1000
לבן מבושל עם בצל,מצקת גדולה,100
לבן מבושל עם בצל,גרמים,1
לבן מבושל עם בצל,קילוגרם,1000
"יוגורט עזים מלא 4% שומן, הרדוף",כף,20
"יוגורט עזים מלא 4% שומן, הרדוף",כפית,8
"יוגורט עזים מלא 4% שומן, הרדוף",גרמים,1
"יוגורט עזים מלא 4% שומן, הרדוף",בקבוק,1500
"יוגורט עזים מלא 4% שומן, הרדוף",קילוגרם,1000
"יוגורט אקטיביה 1.5%, שטראוס",כף,20
"יוגורט אקטיביה 1.5%, שטראוס",כפית,8
"יוגורט אקטיביה 1.5%, שטראוס",גביע,200
"יוגורט אקטיביה 1.5%, שטראוס",גרמים,1
"יוגורט אקטיביה 1.5%, שטראוס",קילוגרם,1000
"לבן בטעם אפרסק/תות 3% שומן, יטבתה",גביע,160
"לבן בטעם אפרסק/תות 3% שומן, יטבתה",גרמים,1
"לבן בטעם אפרסק/תות 3% שומן, יטבתה",קילוגרם,1000
"יוגורט מתוק, דיאט 0% שומן, יופלה, טעמים שונים, תנובה",כף,20
"יוגורט מתוק, דיאט 0% שומן, יופלה, טעמים שונים, תנובה",כפית,8
"יוגורט מתוק, דיאט 0% שומן, יופלה, טעמים שונים, תנובה",גביע,150
"יוגורט מתוק, דיאט 0% שומן, יופלה, טעמים שונים, תנובה",גרמים,1
"יוגורט מתוק, דיאט 0% שומן, יופלה, טעמים שונים, תנובה",קילוגרם,1000
"יוגורט, יופלה שטוזים גבינה מוקצפת 5% שומן, טעמים שונים,תנובה",גביע,84
"יוגורט, יופלה שטוזים גבינה מוקצפת 5% שומן, טעמים שונים,תנובה",גרמים,1
"יוגורט, יופלה שטוזים גבינה מוקצפת 5% שומן, טעמים שונים,תנובה",קילוגרם,1000
"יוגורט ביופרו 0% שומן, שטראוס",כף,20
"יוגורט ביופרו 0% שומן, שטראוס",כפית,8
"יוגורט ביופרו 0% שומן, שטראוס",גביע,150
"יוגורט ביופרו 0% שומן, שטראוס",גרמים,1
"יוגורט ביופרו 0% שומן, שטראוס",קילוגרם,1000
"יוגורט מתוק 3% שומן, טעמים שונים ,יופלה , תנובה",כף,20
"יוגורט מתוק 3% שומן, טעמים שונים ,יופלה , תנובה",כפית,8
"יוגורט מתוק 3% שומן, טעמים שונים ,יופלה , תנובה",גביע,150
"יוגורט מתוק 3% שומן, טעמים שונים ,יופלה , תנובה",גרמים,1
"יוגורט מתוק 3% שומן, טעמים שונים ,יופלה , תנובה",קילוגרם,1000
"יוגורט יופלה לבן, 1.5% שומן, תנובה",כף,20
"יוגורט יופלה לבן, 1.5% שומן, תנובה",כפית,8
"יוגורט יופלה לבן, 1.5% שומן, תנובה",גביע,200
"יוגורט יופלה לבן, 1.5% שומן, תנובה",גרמים,1
"יוגורט יופלה לבן, 1.5% שומן, תנובה",קילוגרם,1000
"יוגורט יופלה לבן, 1.5% שומן, במתיקות מעודנת, תנובה",כף,20
"יוגורט יופלה לבן, 1.5% שומן, במתיקות מעודנת, תנובה",כפית,8
"יוגורט יופלה לבן, 1.5% שומן, במתיקות מעודנת, תנובה",גביע,200
"יוגורט יופלה לבן, 1.5% שומן, במתיקות מעודנת, תנובה",גרמים,1
"יוגורט יופלה לבן, 1.5% שומן, במתיקות מעודנת, תנובה",קילוגרם,1000
"יוגורט 3% שומן, מעודן , כולל שלי קלסיק/ יופלה, תנובה",כף,20
"יוגורט 3% שומן, מעודן , כולל שלי קלסיק/ יופלה, תנובה",כפית,8
"יוגורט 3% שומן, מעודן , כולל שלי קלסיק/ יופלה, תנובה",גביע,200
"יוגורט 3% שומן, מעודן , כולל שלי קלסיק/ יופלה, תנובה",גרמים,1
"יוגורט 3% שומן, מעודן , כולל שלי קלסיק/ יופלה, תנובה",קילוגרם,1000
"יוגורט מתוק 1.5% שומן, פרילי, פריגורה,  תנובה",כף,20
"יוגורט מתוק 1.5% שומן, פרילי, פריגורה,  תנובה",כפית,8
"יוגורט מתוק 1.5% שומן, פרילי, פריגורה,  תנובה",גביע קטן,125
"יוגורט מתוק 1.5% שומן, פרילי, פריגורה,  תנובה",גרמים,1
"יוגורט מתוק 1.5% שומן, פרילי, פריגורה,  תנובה",קופסה,250
"יוגורט מתוק 1.5% שומן, פרילי, פריגורה,  תנובה",קילוגרם,1000
"לאבנה 9% שומן, מחלב בקר, פיראוס, תנובה",כף,40
"לאבנה 9% שומן, מחלב בקר, פיראוס, תנובה",כף שטוחה,12
"לאבנה 9% שומן, מחלב בקר, פיראוס, תנובה",כף גדושה,44
"לאבנה 9% שומן, מחלב בקר, פיראוס, תנובה",כפית,11
"לאבנה 9% שומן, מחלב בקר, פיראוס, תנובה",כפית שטוחה,4
"לאבנה 9% שומן, מחלב בקר, פיראוס, תנובה",כפית גדושה,18
"לאבנה 9% שומן, מחלב בקר, פיראוס, תנובה",גרמים,1
"לאבנה 9% שומן, מחלב בקר, פיראוס, תנובה",קופסה,250
"לאבנה 9% שומן, מחלב בקר, פיראוס, תנובה",קילוגרם,1000
"לאבנה ביתית, חלב בקר, 9% שומן",כף,40
"לאבנה ביתית, חלב בקר, 9% שומן",כף שטוחה,12
"לאבנה ביתית, חלב בקר, 9% שומן",כף גדושה,44
"לאבנה ביתית, חלב בקר, 9% שומן",כפית,11
"לאבנה ביתית, חלב בקר, 9% שומן",כפית שטוחה,4
"לאבנה ביתית, חלב בקר, 9% שומן",כפית גדושה,18
"לאבנה ביתית, חלב בקר, 9% שומן",גרמים,1
"לאבנה ביתית, חלב בקר, 9% שומן",קילוגרם,1000
"לאבנה מחלב עזים 5% שומן, גד",כף,40
"לאבנה מחלב עזים 5% שומן, גד",כף שטוחה,12
"לאבנה מחלב עזים 5% שומן, גד",כף גדושה,44
"לאבנה מחלב עזים 5% שומן, גד",כפית,11
"לאבנה מחלב עזים 5% שומן, גד",כפית שטוחה,4
"לאבנה מחלב עזים 5% שומן, גד",כפית גדושה,18
"לאבנה מחלב עזים 5% שומן, גד",גביע,250
"לאבנה מחלב עזים 5% שומן, גד",גרמים,1
"לאבנה מחלב עזים 5% שומן, גד",קילוגרם,1000
"לאבנה מחלב בקר 5% שומן, עם שמן זית /זעתר,גד",כף,40
"לאבנה מחלב בקר 5% שומן, עם שמן זית /זעתר,גד",כף שטוחה,12
"לאבנה מחלב בקר 5% שומן, עם שמן זית /זעתר,גד",כף גדושה,44
"לאבנה מחלב בקר 5% שומן, עם שמן זית /זעתר,גד",כפית,11
"לאבנה מחלב בקר 5% שומן, עם שמן זית /זעתר,גד",כפית שטוחה,4
"לאבנה מחלב בקר 5% שומן, עם שמן זית /זעתר,גד",כפית גדושה,18
"לאבנה מחלב בקר 5% שומן, עם שמן זית /זעתר,גד",גרמים,1
"לאבנה מחלב בקר 5% שומן, עם שמן זית /זעתר,גד",אריזה,250
"לאבנה מחלב בקר 5% שומן, עם שמן זית /זעתר,גד",קילוגרם,1000
"לאבנה 9% שומן, מחלב בופאלו, כדורים בשמן זית",גרמים,1
"לאבנה 9% שומן, מחלב בופאלו, כדורים בשמן זית",עיגול/כדור,12.5
"לאבנה 9% שומן, מחלב בופאלו, כדורים בשמן זית",קילוגרם,1000
"יוגורט מתוק 3% שומן, בתוספת בר גרנולה/קורנפלקס,שטראוס",כף,20
"יוגורט מתוק 3% שומן, בתוספת בר גרנולה/קורנפלקס,שטראוס",כפית,8
"יוגורט מתוק 3% שומן, בתוספת בר גרנולה/קורנפלקס,שטראוס",גביע,172
"יוגורט מתוק 3% שומן, בתוספת בר גרנולה/קורנפלקס,שטראוס",גרמים,1
"יוגורט מתוק 3% שומן, בתוספת בר גרנולה/קורנפלקס,שטראוס",קילוגרם,1000
"גלידת יוגורט, קפוא, טעמים שונים, בן & ג'ריס",גביע,400
"גלידת יוגורט, קפוא, טעמים שונים, בן & ג'ריס",גרמים,1
"גלידת יוגורט, קפוא, טעמים שונים, בן & ג'ריס",עיגול/כדור,25
"גלידת יוגורט, קפוא, טעמים שונים, בן & ג'ריס",קילוגרם,1000
"משקה יוגורט, 1.5% שומן, בטעם פירות, דנונה, שטראוס",כוס,240
"משקה יוגורט, 1.5% שומן, בטעם פירות, דנונה, שטראוס",גרמים,1
"משקה יוגורט, 1.5% שומן, בטעם פירות, דנונה, שטראוס",בקבוק,250
"משקה יוגורט, 1.5% שומן, בטעם פירות, דנונה, שטראוס",קילוגרם,1000
"משקה חלב 2% שומן, אייס קפה/מוקה, יטבתה, תנובה",כוס,240
"משקה חלב 2% שומן, אייס קפה/מוקה, יטבתה, תנובה",גרמים,1
"משקה חלב 2% שומן, אייס קפה/מוקה, יטבתה, תנובה",שקית,200
"משקה חלב 2% שומן, אייס קפה/מוקה, יטבתה, תנובה",קרטון,500
"משקה חלב 2% שומן, אייס קפה/מוקה, יטבתה, תנובה",קרטון גדול,1000
